id,nombre_completo,cargo,empresa,relacion_profesional,contexto_proyecto,comentario,autorizado_publicacion,fecha_autorizacion,destacado,nombre_visible,anonimizar,notas_editoriales
1,Apolo Pego Mora,Fundador,Go-Ideas,Fundador,,Gracias por ser parte de mi vida profesional,Si,,Si,Apolo Pego,No,
